1 10000 3
2 10000 3
3 10000 3
4 10000 3
5 10000 3
6 10000 3
7 10000 3
8 10000 3
9 10000 3
10 10000 3
11 10000 3
12 10000 3
13 10000 3
14 10000 3
15 10000 3
16 10000 3
17 10000 3
18 10000 3
19 10000 3
20 10000 3
21 10000 3
22 10000 3
23 10000 3
24 10000 3
25 10000 3
26 10000 3
27 10000 3
28 10000 3
29 10000 3
30 10000 3
31 10000 3
32 10000 3
33 10000 3
34 10000 3
35 10000 3
36 10000 3
37 10000 3
38 10000 3
39 10000 3
40 10000 3
41 10000 3
42 10000 3
43 10000 3
44 10000 3
45 10000 3
46 10000 3
47 10000 3
48 10000 3
49 10000 3
50 10000 3
51 10000 3
52 10000 3
53 10000 3
54 10000 3
55 10000 3
56 10000 3
57 10000 3
58 10000 3
59 10000 3
60 10000 3
61 10000 3
62 10000 3
63 10000 3
64 10000 3
65 10000 3
66 10000 3
67 10000 3
68 10000 3
69 10000 3
70 10000 3
71 10000 3
72 10000 3
73 10000 3
74 10000 3
75 10000 3
76 10000 3
77 10000 3
78 10000 3
79 10000 3
80 10000 3
81 10000 3
82 10000 3
83 10000 3
84 10000 3
85 10000 3
86 10000 3
87 10000 3
88 10000 3
89 10000 3
90 10000 3
91 10000 3
92 10000 3
93 10000 3
94 10000 3
95 10000 3
96 10000 3
97 10000 3
98 10000 3
99 10000 3
100 10000 3
101 10000 3
102 10000 3
103 10000 3
104 10000 3
105 10000 3
106 10000 3
107 10000 3
108 945 1
109 906 1
110 869 1
111 833 1
112 10000 3
113 10000 3
114 735 1
115 703 1
116 674 1
117 645 1
118 617 1
119 587 1
120 560 1
121 10000 3
122 10000 3
123 10000 3
124 444 1
125 408 1
126 65 1
127 65 1
128 64 1
129 64 1
130 63 1
131 63 1
132 62 1
133 62 1
134 61 1
135 61 1
136 61 1
137 60 1
138 60 1
139 59 1
140 59 1
141 59 1
142 58 1
143 58 1
144 58 1
145 57 1
146 57 1
147 57 1
148 57 1
149 56 1
150 56 1
151 56 1
152 55 1
153 55 1
154 55 1
155 55 1
156 54 1
157 54 1
158 54 1
159 53 1
160 53 1
161 53 1
162 53 1
163 52 1
164 52 1
165 52 1
166 52 1
167 51 1
168 51 1
169 51 1
170 51 1
171 51 1
172 50 1
173 50 1
174 50 1
175 50 1
176 49 1
177 49 1
178 49 1
179 49 1
180 49 1
181 48 1
182 48 1
183 48 1
184 48 1
185 48 1
186 47 1
187 47 1
188 47 1
189 47 1
190 47 1
191 47 1
192 46 1
193 46 1
194 46 1
195 46 1
196 46 1
197 46 1
198 45 1
199 45 1
200 45 1
201 45 1
202 45 1
203 45 1
204 44 1
205 44 1
206 44 1
207 44 1
208 44 1
209 44 1
210 43 1
211 43 1
212 43 1
213 43 1
214 43 1
215 43 1
216 43 1
217 42 1
218 42 1
219 42 1
220 42 1
221 42 1
222 42 1
223 42 1
224 41 1
225 41 1
226 41 1
227 41 1
228 41 1
229 41 1
230 41 1
231 41 1
232 40 1
233 40 1
234 40 1
235 40 1
236 40 1
237 40 1
238 40 1
239 40 1
240 40 1
241 39 1
242 39 1
243 39 1
244 39 1
245 39 1
246 39 1
247 39 1
248 39 1
249 39 1
250 38 1
251 38 1
252 38 1
253 38 1
254 38 1
255 38 1
256 38 1
257 38 1
258 38 1
259 37 1
260 37 1
261 37 1
262 37 1
263 37 1
264 37 1
265 37 1
266 37 1
267 37 1
268 37 1
269 37 1
270 36 1
271 36 1
272 36 1
273 36 1
274 36 1
275 36 1
276 36 1
277 36 1
278 36 1
279 36 1
280 36 1
281 35 1
282 35 1
283 35 1
284 35 1
285 35 1
286 35 1
287 35 1
288 35 1
289 35 1
290 35 1
291 35 1
292 35 1
293 34 1
294 34 1
295 34 1
296 34 1
297 34 1
298 34 1
299 34 1
300 34 1
301 34 1
302 34 1
303 34 1
304 34 1
305 34 1
306 33 1
307 33 1
308 33 1
309 33 1
310 33 1
311 33 1
312 33 1
313 33 1
314 33 1
315 33 1
316 33 1
317 33 1
318 33 1
319 33 1
320 33 1
321 32 1
322 32 1
323 32 1
324 32 1
325 32 1
326 32 1
327 32 1
328 32 1
329 32 1
330 32 1
331 32 1
332 32 1
333 32 1
334 32 1
335 32 1
336 31 1
337 31 1
338 31 1
339 31 1
340 31 1
341 31 1
342 31 1
343 31 1
344 31 1
345 31 1
346 31 1
347 31 1
348 31 1
349 31 1
350 31 1
351 31 1
352 31 1
353 31 1
354 30 1
355 30 1
356 30 1
357 30 1
358 30 1
359 30 1
360 30 1
361 30 1
362 30 1
363 30 1
364 30 1
365 30 1
366 30 1
367 30 1
368 30 1
369 30 1
370 30 1
371 30 1
372 30 1
373 29 1
374 29 1
375 29 1
376 29 1
377 29 1
378 29 1
379 29 1
380 29 1
381 29 1
382 29 1
383 29 1
384 29 1
385 29 1
386 29 1
387 29 1
388 29 1
389 29 1
390 29 1
391 29 1
392 29 1
393 29 1
394 28 1
395 28 1
396 28 1
397 28 1
398 28 1
399 28 1
400 28 1
